1,19.33,27,1.71
1,19.33,38,1.9
2,78,60,1.3
2,78,45,1.21
2,78,30,1.07
3,3.67,37,2.36
3,3.67,18,1.85
3,3.67,38,2.2
1,57.33,60,1.67
1,57.33,35,1.44
3,5,38,2.42
3,5,16,1.8
3,5,34,2.19
4,2,63,49.61
1,44.33,45,1.78
1,44.33,18,1.8
3,10.33,38.8,2.5
3,10.33,29.9,3.05
3,10.33,35,1.76
1,16.67,25,2.22
1,16.67,34,1.69
3,14.67,37,2.24
3,14.67,20,2.49
3,14.67,37.8,1.6
3,9.67,38,2.43
3,9.67,28,2.5
3,9.67,35,1.85
